stringency_index,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,Prevention ID
23.15,,,,,,,84.24,,155.8,5.46,10.72,11565
23.15,,,,,,,84.24,,162.7,5.37,3.96,11566
28.7,,,,,,,84.24,,190.2,5.95,16.52,11567
31.48,,,,,,,84.24,,,,,11568
31.48,,,,,,,84.24,,191.5,5.68,0.74,11569
31.48,,,,,,,84.24,,214.8,6.05,13.11,11570
35.19,,,,,,,84.24,,,,,11571
59.26,,,,,,,84.24,,,,,11572
62.04,,,,,,,84.24,,,,,11573
62.04,,,,,,,84.24,,236.1,6.37,13.59,11574
54.63,,,,,,,84.24,,,,,11575
45.37,,,,,,,84.24,,,,,11576
37.96,,,,,,,84.24,,267.6,6.91,19.15,11577
32.41,,,,,,,84.24,,,,,11578
32.41,,,,,,,84.24,,281.3,6.97,8.19,11579
32.41,,,,,,,84.24,,313.2,7.39,16.02,11580
32.41,,,,,,,84.24,,316.4,7.13,1.59,11581
47.22,,,,,,,84.24,,,,,11582
52.78,,,,,,,84.24,,,,,11583
52.78,,,,,,,84.24,,336.2,7.29,11.63,11584
32.41,,,,,,,84.24,,378.2,7.9,23.86,11585
32.41,,,,,,,84.24,,419.4,8.47,24.7,11586
32.41,,,,,,,84.24,,448.4,8.75,16.86,11587
78.7,,,,,,,84.24,,,,,11588
73.15,,,,,,,84.24,,,,,11589
73.15,,,,,,,84.24,,500.0,9.46,31.39,11590
73.15,,,,,,,84.24,,483.4,8.85,-9.51,11591
56.48,,,,,,,84.24,,,,,11592
62.96,,,,,,,84.24,,,,,11593
57.41,,,,,,,84.24,,,,,11594
61.11,,,,,,,84.24,,,,,11595
,,,,,,,84.24,,,,,11596
22.22,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11597
82.41,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11598
91.67,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11599
95.37,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11600
72.22,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11601
70.37,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11602
67.59,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11603
68.98,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11604
65.74,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11605
61.11,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11606
60.19,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11607
58.33,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11608
50.0,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11609
44.44,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11610
48.15,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11611
40.74,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11612
37.04,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11613
34.26,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11614
62.04,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11615
81.48,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11616
66.67,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11617
63.89,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11618
56.48,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11619
53.7,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11620
57.41,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11621
42.59,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11622
46.3,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11623
26.85,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11624
13.89,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11625
47.69,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11626
35.19,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11627
32.41,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11628
17.59,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11629
11.11,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11630
,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,11631
52.78,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11632
56.48,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11633
60.19,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11634
64.81,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11635
59.26,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11636
55.56,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11637
54.63,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11638
50.93,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11639
47.22,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11640
44.44,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11641
50.0,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11642
51.85,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11643
40.74,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11644
48.15,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11645
45.37,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11646
42.59,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11647
31.48,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11648
37.04,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11649
39.81,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11650
24.07,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11651
41.67,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11652
36.11,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11653
37.96,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11654
47.09,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11655
47.06,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11656
34.1,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11657
,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,11658
11.11,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11659
19.44,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11660
19.44,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,580.5,3.76,3.76,11661
19.44,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,76.0,0.26,-3.52,11662
22.22,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11663
27.78,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11664
38.89,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11665
73.15,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11666
78.7,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11667
78.7,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-841.7,-1.86,-5.89,11668
78.7,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-2595.6,-4.31,-11.86,11669
69.44,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11670
75.0,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11671
75.0,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-3932.5,-5.22,-8.78,11672
57.41,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11673
54.63,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11674
50.93,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11675
50.93,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-5484.0,-6.08,-10.43,11676
47.22,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11677
47.22,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-7249.3,-6.86,-11.44,11678
49.07,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11679
64.81,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11680
64.81,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-8323.0,-6.9,-7.15,11681
66.2,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11682
63.43,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11683
52.78,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11684
54.63,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-9340.9,-6.92,-7.13,11685
60.19,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11686
65.74,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11687
62.04,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11688
64.81,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-10210.8,-6.82,-5.87,11689
78.24,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11690
74.54,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11691
80.09,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11692
80.09,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-12011.7,-7.3,-12.26,11693
67.13,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11694
67.13,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-13443.8,-7.46,-9.16,11695
77.31,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11696
77.31,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-13879.6,-7.08,-2.75,11697
77.31,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-15088.4,-7.16,-8.22,11698
73.61,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11699
68.06,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11700
68.06,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-16415.4,-7.24,-8.31,11701
64.35,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11702
56.94,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11703
53.24,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11704
58.8,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11705
61.57,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11706
65.28,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11707
65.28,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-17247.6,-7.13,-5.48,11708
80.56,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11709
80.56,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-17687.8,-6.87,-2.82,11710
78.7,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-18135.6,-6.65,-2.94,11711
85.19,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11712
85.19,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-11452.2,-3.97,42.29,11713
81.94,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11714
79.17,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11715
67.59,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11716
67.59,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,-2899.2,-0.95,55.52,11717
59.26,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11718
59.26,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,1589.6,0.5,30.64,11719
59.26,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,5576.4,1.67,26.23,11720
55.09,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11721
53.24,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,7528.2,2.16,12.95,11722
56.02,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11723
50.46,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11724
50.46,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,9053.8,2.48,9.53,11725
60.56,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11726
49.91,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11727
49.9,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11728
55.45,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11729
51.46,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11730
51.45,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11731
51.44,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11732
51.43,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11733
51.42,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11734
51.41,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11735
51.4,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11736
51.39,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11737
51.38,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11738
51.36,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11739
51.35,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11740
51.34,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11741
51.33,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11742
51.32,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11743
51.31,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11744
51.3,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11745
51.28,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11746
51.27,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11747
51.26,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11748
51.25,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11749
51.24,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11750
51.23,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11751
41.87,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11752
41.86,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11753
41.85,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11754
41.84,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11755
41.83,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11756
41.82,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11757
41.81,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11758
41.8,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11759
41.79,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11760
41.78,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11761
41.77,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11762
41.76,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11763
38.98,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11764
38.97,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11765
35.69,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11766
,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,11767
,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,11768
,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,9.7,3.14,-3.45,11769
,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,4.2,1.03,-5.7,11770
,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,20.5,4.11,17.58,11771
,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,24.6,4.2,4.72,11772
,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,52.5,7.81,32.03,11773
,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,93.4,12.28,46.42,11774
,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,120.7,14.28,32.23,11775
,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,133.6,14.28,14.32,11776
,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,157.1,15.37,27.17,11777
,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,160.6,14.41,3.78,11778
75.0,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11779
69.44,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11780
56.48,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11781
52.78,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11782
50.0,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11783
47.22,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11784
43.52,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11785
37.96,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11786
35.19,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11787
59.26,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11788
51.85,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11789
46.3,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11790
44.44,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11791
48.15,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11792
8.33,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11793
50.93,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11794
40.74,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11795
38.89,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11796
,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,11797
11.11,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11798
11.11,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-107.8,-11.71,-16.86,11799
16.67,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11800
27.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11801
33.33,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11802
57.41,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11803
57.41,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-95.6,-9.57,15.68,11804
62.96,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11805
65.74,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11806
65.74,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-72.8,-6.74,28.08,11807
69.44,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11808
81.48,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11809
81.48,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-64.4,-5.59,11.57,11810
87.04,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11811
87.04,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-66.2,-5.39,-2.34,11812
87.04,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-58.8,-4.52,10.34,11813
87.04,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-37.8,-2.75,29.17,11814
87.04,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-46.6,-3.24,-13.37,11815
87.04,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-42.8,-2.83,5.34,11816
87.04,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-42.0,-2.66,1.14,11817
87.04,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-36.4,-2.21,8.56,11818
83.33,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11819
83.33,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-49.6,-2.9,-19.94,11820
83.33,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-52.2,-2.93,-3.68,11821
47.22,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11822
47.22,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-50.0,-2.71,3.5,11823
47.22,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-61.2,-3.2,-16.18,11824
47.22,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-60.0,-3.04,1.97,11825
47.22,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-74.8,-3.67,-23.2,11826
37.04,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11827
31.48,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-68.2,-3.24,10.25,11828
31.48,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11829
31.48,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-68.4,-3.15,-0.31,11830
31.48,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-61.6,-2.77,11.49,11831
31.48,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-66.8,-2.91,-7.74,11832
37.04,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-64.8,-2.74,2.94,11833
39.81,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11834
39.81,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-61.8,-2.54,4.41,11835
39.81,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-45.8,-1.84,25.4,11836
42.59,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11837
42.59,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-26.0,-1.02,32.35,11838
42.59,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-18.0,-0.69,12.31,11839
42.59,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-13.8,-0.51,6.29,11840
42.59,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-15.4,-0.56,-2.44,11841
42.59,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,-10.2,-0.36,8.84,11842
42.59,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,9.6,0.33,32.89,11843
45.37,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11844
45.37,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,32.0,1.09,36.36,11845
45.37,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,37.2,1.24,7.9,11846
45.37,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,30.6,1.0,-9.62,11847
49.07,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11848
49.07,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,32.4,1.03,2.76,11849
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11850
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,57.0,1.78,37.61,11851
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,79.8,2.45,36.08,11852
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,104.6,3.14,34.35,11853
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,125.2,3.68,29.68,11854
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,144.4,4.15,26.02,11855
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,179.4,5.05,47.95,11856
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,206.4,5.69,36.0,11857
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,241.6,6.53,47.06,11858
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,264.4,6.98,25.0,11859
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,263.2,6.78,-1.32,11860
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,253.3,6.36,-9.62,11861
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,247.4,6.07,-6.49,11862
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,259.9,6.22,11.85,11863
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,258.8,6.05,-1.17,11864
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,256.1,5.86,-2.91,11865
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,256.2,5.74,0.11,11866
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,277.5,6.1,24.01,11867
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,291.6,6.28,14.86,11868
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,311.3,6.58,22.31,11869
67.59,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11870
67.59,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,330.4,6.86,22.24,11871
75.0,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11872
75.0,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,344.9,7.04,18.24,11873
75.0,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,348.0,6.99,3.74,11874
75.0,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,350.7,6.94,3.63,11875
75.0,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,338.2,6.59,-15.92,11876
71.3,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11877
71.3,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,334.9,6.43,-4.5,11878
71.3,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,326.2,6.18,-11.8,11879
67.59,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,317.7,5.94,-12.59,11880
67.59,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,314.8,5.81,-3.98,11881
56.48,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11882
56.48,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,319.9,5.82,7.09,11883
56.48,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,327.8,5.89,11.77,11884
56.48,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,337.9,6.0,14.87,11885
56.48,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,318.6,5.59,-26.69,11886
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,313.1,5.43,-8.53,11887
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,311.2,5.33,-2.68,11888
52.78,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,305.7,5.18,-8.8,11889
49.07,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,334.2,5.6,43.51,11890
43.52,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,11891
43.52,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,336.1,5.57,2.87,11892
47.22,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,348.2,5.71,18.09,11893
47.22,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,351.3,5.7,5.09,11894
47.22,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,344.4,5.53,-10.01,11895
43.52,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,371.7,5.9,39.17,11896
43.52,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,399.0,6.27,39.17,11897
43.52,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,408.3,6.35,14.37,11898
43.52,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,422.4,6.5,22.42,11899
43.52,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,425.7,6.49,4.95,11900
43.52,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,429.2,6.47,5.11,11901
